"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","X1D132","X1D132b","C58","F4","NFIX02","Arqua","NFIX01","ARqua1","Kin001","N40_94","N33_94","str_12D13","X12D13","PDC82","Di1525a","ATCC31749","J_07","str_11546","str_2788"
"g000784_000003","g000784","bglA","Beta-glucosidase",80,43,283,1,1,2,0,1,0,1,284,"Beta-glucosidase(218):Beta-glucosidase A(64):1%2C4-beta-D-glucan glucohydrolase(2)","bglA(282):gghA(2)",1374,1551,1378.25,1096,1,"1D132_04238","1D132b_00031","C58_04234","F4_04671","NFIX02_00106","Arqua_02591","NFIX01_02849","ARqua1_03363","Kin001_04227","N40_94_03540","N33_94_03895","str_12D13_04163","12D13_03708","PDC82_03181","Di1525a_01562","ATCC31749_04658","J_07_03239","str_11546_03336","str_2788_01501"
"g004134_000001","g004134","adhT","Alcohol dehydrogenase",60,18,282,1.04,1,3,1,8,1,10,292,"Alcohol dehydrogenase(293)","adhT(208):NA(85)",357,1083,1037.21,1097,1,"1D132_00254","1D132b_01620","C58_00614","F4_03458","NFIX02_03977","Arqua_00861","NFIX01_04206","ARqua1_01869","Kin001_00257","N40_94_03496","N33_94_03850","str_12D13_00273","12D13_00528","PDC82_02079","Di1525a_00519","ATCC31749_01208","J_07_01918","str_11546_00333","str_2788_05451"
"g003008_1_000003","g003008_1","ssuD","Alkanesulfonate monooxygenase",70,22,282,1.01,1,2,0,4,0,4,286,"Alkanesulfonate monooxygenase(286)","ssuD(286)",546,1206,1170.77,1098,1,"1D132_03271","1D132b_03763","C58_03201","F4_05305","NFIX02_01386","Arqua_01833","NFIX01_01613","ARqua1_02842","Kin001_03264","N40_94_01681","N33_94_02031","str_12D13_03167","12D13_02951","PDC82_04846","Di1525a_03400","ATCC31749_03634","J_07_04187","str_11546_04292","str_2788_03398"
"g001455_1_000001","g001455_1",NA,"hypothetical protein",60,26,282,1,1,1,0,0,0,0,282,"hypothetical protein(282)","NA(282)",447,522,470.65,1099,1,"1D132_00211","1D132b_03277","C58_00571","F4_03414","NFIX02_04021","Arqua_00904","NFIX01_04250","ARqua1_01912","Kin001_00213","N40_94_03452","N33_94_03806","str_12D13_00229","12D13_00484","PDC82_02123","Di1525a_00476","ATCC31749_01164","J_07_01962","str_11546_00290","str_2788_05407"
"g005525_000003","g005525","rpmB","50S ribosomal protein L28",80,14,282,1,1,1,0,0,0,0,282,"50S ribosomal protein L28(282)","rpmB(282)",291,462,297.05,1100,1,"1D132_03460","1D132b_03952","C58_03390","F4_03676","NFIX02_01575","Arqua_02022","NFIX01_01424","ARqua1_03031","Kin001_03454","N40_94_01867","N33_94_02218","str_12D13_03355","12D13_03139","PDC82_04659","Di1525a_03590","ATCC31749_03828","J_07_03998","str_11546_04102","str_2788_03585"
"g001960_1_000002","g001960_1","gsiB","Glutathione-binding protein GsiB",70,26,281,1,1,2,2,1,2,1,282,"Glutathione-binding protein GsiB(165):Periplasmic oligopeptide-binding protein(108):hypothetical protein(6):Periplasmic murein peptide-binding protein(4):Nickel-binding periplasmic protein(1)","gsiB(165):oppA(108):NA(6):mppA(4):nikA(1)",666,1710,1693.86,1101,1,"1D132_04200","1D132b_02646",NA,NA,"NFIX02_00675",NA,"NFIX01_05287",NA,"Kin001_04191","N40_94_04959","N33_94_05194",NA,NA,"PDC82_02930","Di1525a_04917","ATCC31749_04617","J_07_03275","str_11546_03374","str_2788_05053"
"g005388_000003","g005388","dppB","Dipeptide transport system permease protein DppB",80,12,281,1,1,2,1,1,1,1,282,"Dipeptide transport system permease protein DppB(281):Glutathione transport system permease protein GsiC(1):hypothetical protein(1)","dppB(281):NA(1):gsiC(1)",411,1011,1007.25,1101,2,"1D132_04199","1D132b_02645",NA,NA,"NFIX02_00674",NA,"NFIX01_05286",NA,"Kin001_04190","N40_94_04958","N33_94_05193",NA,NA,"PDC82_02931","Di1525a_04916","ATCC31749_04616","J_07_03276","str_11546_03375","str_2788_05052"
"g004788_000002","g004788","oppC","Oligopeptide transport system permease protein OppC",70,15,281,1,1,2,1,1,1,1,282,"Oligopeptide transport system permease protein OppC(149):Glutathione transport system permease protein GsiD(110):Dipeptide transport system permease protein DppC(24)","oppC(149):gsiD(110):dppC(24)",375,933,917.13,1101,3,"1D132_04198","1D132b_02644",NA,NA,"NFIX02_00673",NA,"NFIX01_05285",NA,"Kin001_04189","N40_94_04957","N33_94_05192",NA,NA,"PDC82_02932","Di1525a_04915","ATCC31749_04615","J_07_03277","str_11546_03376","str_2788_05051"
"g000644","g000644",NA,"hypothetical protein",50,50,281,1,1,2,0,1,0,1,282,"hypothetical protein(282)","NA(282)",435,480,458.94,1102,1,"1D132_01942","1D132b_02991","C58_02195","F4_02288","NFIX02_02174","Arqua_02363","NFIX01_02269","ARqua1_04214","Kin001_01915","N40_94_00796","N33_94_00797","str_12D13_01864","12D13_02245","PDC82_00325","Di1525a_02817","ATCC31749_03030","J_07_00305","str_11546_02072","str_2788_00832"
"g004518","g004518","ugpB","sn-glycerol-3-phosphate-binding periplasmic protein UgpB",50,17,280,1,1,1,0,0,0,0,280,"sn-glycerol-3-phosphate-binding periplasmic protein UgpB(280)","ugpB(280)",1050,1389,1346.39,1103,1,"1D132_02948","1D132b_00920","C58_02879","F4_04070","NFIX02_00539","Arqua_01511","NFIX01_02623","ARqua1_02520","Kin001_02941","N40_94_01355","N33_94_01550","str_12D13_02852","12D13_02636","PDC82_05184","Di1525a_05192","ATCC31749_03277","J_07_04508","str_11546_04615","str_2788_01396"
"g004783","g004783","ugpA","sn-glycerol-3-phosphate transport system permease protein UgpA",50,15,280,1,1,1,0,0,0,0,280,"sn-glycerol-3-phosphate transport system permease protein UgpA(280)","ugpA(280)",885,948,900.36,1103,2,"1D132_02949","1D132b_00921","C58_02880","F4_04071","NFIX02_00540","Arqua_01512","NFIX01_02622","ARqua1_02521","Kin001_02942","N40_94_01356","N33_94_01551","str_12D13_02853","12D13_02637","PDC82_05185","Di1525a_05193","ATCC31749_03278","J_07_04507","str_11546_04614","str_2788_01397"
"g003986","g003986","lacG","Lactose transport system permease protein LacG",50,20,280,1,1,1,0,0,0,0,280,"Lactose transport system permease protein LacG(276):hypothetical protein(4)","lacG(276):NA(4)",312,915,892.66,1103,3,"1D132_02950","1D132b_00922","C58_02881","F4_04072","NFIX02_00541","Arqua_01513","NFIX01_02621","ARqua1_02522","Kin001_02943","N40_94_01357","N33_94_01552","str_12D13_02854","12D13_02638","PDC82_05186","Di1525a_05194","ATCC31749_03279","J_07_04506","str_11546_04613","str_2788_01398"
"g000577","g000577",NA,"hypothetical protein",50,53,280,1,1,1,0,0,0,0,280,"hypothetical protein(280)","NA(280)",192,222,202.91,1104,1,"1D132_01613","1D132b_02498","C58_01868","F4_01955","NFIX02_04542","Arqua_04490","NFIX01_00442","ARqua1_00296","Kin001_01593","N40_94_00457","N33_94_00457","str_12D13_01521","12D13_01902","PDC82_00704","Di1525a_02466","ATCC31749_02667","J_07_00628","str_11546_01738","str_2788_00506"
"g003676_000002","g003676","yteT","Putative oxidoreductase YteT",70,18,280,1,1,1,1,0,1,0,280,"Putative oxidoreductase YteT(281)","yteT(281)",318,1266,1245.76,1105,1,"1D132_02971","1D132b_00943","C58_02902","F4_04093","NFIX02_00562","Arqua_01534","NFIX01_02600","ARqua1_02543","Kin001_02964","N40_94_01378","N33_94_01573","str_12D13_02875","12D13_02659","PDC82_05207","Di1525a_05215","ATCC31749_03303","J_07_04485","str_11546_04592","str_2788_01419"
"g002116_000001","g002116",NA,"hypothetical protein",60,30,280,1.01,1,2,0,2,0,2,282,"hypothetical protein(282)","NA(282)",897,999,953.34,1106,1,"1D132_02853","1D132b_02017","C58_00307","F4_03191","NFIX02_04239","Arqua_01171","NFIX01_04468","ARqua1_02179","Kin001_02849","N40_94_03233","N33_94_03587","str_12D13_02758","12D13_00250","PDC82_02342","Di1525a_00249","ATCC31749_00857","J_07_02262","str_11546_03009","str_2788_04740"
"g000581_000002","g000581",NA,"hypothetical protein",70,53,280,1,1,1,0,0,0,0,280,"hypothetical protein(280)","NA(280)",225,315,264.78,1107,1,"1D132_00174","1D132b_02196","C58_00534","F4_03376","NFIX02_04058","Arqua_00941","NFIX01_04287","ARqua1_01949","Kin001_00175","N40_94_03414","N33_94_03768","str_12D13_00192","12D13_00447","PDC82_02161","Di1525a_00439","ATCC31749_01071","J_07_02000","str_11546_00196","str_2788_05369"
"g000096","g000096","btuD","Vitamin B12 import ATP-binding protein BtuD",50,83,280,1.89,1,5,41,145,41,249,529,"Vitamin B12 import ATP-binding protein BtuD(275):Spermidine/putrescine import ATP-binding protein PotA(262):sn-glycerol-3-phosphate import ATP-binding protein UgpC(17):Bicarbonate transport ATP-binding protein CmpD(8):Aliphatic sulfonates import ATP-binding protein SsuB(7):Sulfate/thiosulfate import ATP-binding protein CysA(1)","btuD(275):potA(262):ugpC(17):cmpD(8):ssuB(7):cysA(1)",438,1206,1069.84,1108,1,"1D132_05202","1D132b_01472",NA,NA,NA,NA,NA,NA,NA,"N40_94_01207","N33_94_01336","str_12D13_03884","12D13_03429",NA,NA,NA,NA,NA,"str_2788_01626"
"g000872_000002","g000872","msuD","Methanesulfonate monooxygenase",70,45,279,1.01,1,2,0,4,0,4,283,"Methanesulfonate monooxygenase(193):Alkanesulfonate monooxygenase(90)","msuD(193):ssuD(90)",255,1269,1078.26,1109,1,"1D132_03274","1D132b_03766","C58_03204","F4_05308","NFIX02_01389","Arqua_01836","NFIX01_01610","ARqua1_02845","Kin001_03267","N40_94_01684","N33_94_02034","str_12D13_03170","12D13_02954","PDC82_04843","Di1525a_03403","ATCC31749_03637","J_07_04184","str_11546_04289","str_2788_03401"
"g000992_1_000004","g000992_1","aroQ","3-dehydroquinate dehydratase",70,35,279,1,1,1,0,0,0,0,279,"3-dehydroquinate dehydratase(279)","aroQ(279)",435,444,441.42,1110,1,"1D132_04284","1D132b_00077","C58_04277","F4_04716","NFIX02_00151","Arqua_02548","NFIX01_02894","ARqua1_03406","Kin001_04273","N40_94_03587","N33_94_03942","str_12D13_04210","12D13_03755","PDC82_03226","Di1525a_01607","ATCC31749_04706","J_07_03194","str_11546_03290","str_2788_01545"
"g002255_1_000001","g002255_1","gcvA","Glycine cleavage system transcriptional activator",60,28,279,1.01,1,2,0,2,0,2,281,"Glycine cleavage system transcriptional activator(281)","gcvA(281)",894,939,911.41,1111,1,"1D132_02273","1D132b_03318","C58_02515","F4_02610","NFIX02_00211","Arqua_03262","NFIX01_00766","ARqua1_03484","Kin001_02252","N40_94_04414","N33_94_04307","str_12D13_02181","12D13_04086","PDC82_02914","Di1525a_03864","ATCC31749_00238","J_07_02841","str_11546_02425","str_2788_03868"
"g000194","g000194",NA,"hypothetical protein",50,63,279,1,1,1,2,0,2,0,279,"hypothetical protein(281)","NA(281)",180,906,871.25,1112,1,"1D132_01125","1D132b_02396","C58_01413","F4_01496","NFIX02_03188","Arqua_00062","NFIX01_03418","ARqua1_01070","Kin001_01116","N40_94_02924","N33_94_03278","str_12D13_01069","12D13_01324","PDC82_01291","Di1525a_01306","ATCC31749_02034","J_07_01133","str_11546_01123","str_2788_03011"
"g001710","g001710",NA,"hypothetical protein",50,32,279,1,1,1,0,0,0,0,279,"hypothetical protein(279)","NA(279)",762,768,767.94,1113,1,"1D132_04069","1D132b_01079","C58_04031","F4_04466","NFIX02_00749","Arqua_02793","NFIX01_00296","ARqua1_03160","Kin001_04060","N40_94_04828","N33_94_05063","str_12D13_03962","12D13_03507","PDC82_03061","Di1525a_04786","ATCC31749_04479","J_07_03412","str_11546_03509","str_2788_04922"
"g002847_1_000005","g002847_1","scpB","hypothetical protein",80,25,278,1,1,2,0,1,0,1,279,"hypothetical protein(277):Segregation and condensation protein B(2)","NA(277):scpB(2)",879,1455,1026,1114,1,"1D132_03925","1D132b_00590","C58_03879","F4_04276","NFIX02_04773","Arqua_04807","NFIX01_01262","ARqua1_00559","Kin001_03917","N40_94_05128","N33_94_05363","str_12D13_03798","12D13_04581","PDC82_03637","Di1525a_04641","ATCC31749_04329","J_07_03565","str_11546_03644","str_2788_05222"
"g000056","g000056","imuA","Protein ImuA",50,109,278,1.58,1,4,2,116,2,162,440,"Protein ImuA(243):hypothetical protein(199)","imuA(243):NA(199)",198,858,743.74,1115,1,"1D132_03080","1D132b_01204","C58_03010;C58_04729;C58_05251","F4_00076;F4_00634;F4_05108","NFIX02_01177;NFIX02_02575","Arqua_01642;Arqua_03078","NFIX01_01822;NFIX01_05066","ARqua1_02651;ARqua1_04005","Kin001_03074;Kin001_05049;Kin001_05371","N40_94_01491;N40_94_04178","N33_94_01841;N33_94_04748","str_12D13_02983","12D13_02767","PDC82_03905;PDC82_05038","Di1525a_01786;Di1525a_03208","ATCC31749_03427;ATCC31749_05309","J_07_04377","str_11546_04484;str_11546_04945","str_2788_02132;str_2788_03208"
"g000029_2","g000029_2","soj","hypothetical protein",50,87,278,1.85,1,5,42,161,42,235,513,"hypothetical protein(448):Sporulation initiation inhibitor protein Soj(85):Cell division protein PomZ(17):Iron-sulfur cluster carrier protein(3):putative protein(2)","NA(453):soj(85):pomZ(17)",162,1305,1141.98,1116,1,"1D132_04632;1D132_04931;1D132_05054","(1D132b_00720:1D132b_02762);1D132b_02659","C58_04631;C58_05200","F4_00548;F4_00583","NFIX02_02490","Arqua_03176","NFIX01_01909","ARqua1_04103","Kin001_04627;Kin001_04985;Kin001_05562","N40_94_01221;N40_94_04018","N33_94_01178;N33_94_01350;N33_94_04683","str_12D13_04531;str_12D13_04894","12D13_04889;12D13_04983","PDC82_03927;PDC82_04263","(Di1525a_01425:Di1525a_01738);Di1525a_05053","(ATCC31749_05568:ATCC31749_05569);ATCC31749_05221","J_07_04760","str_11546_04737;str_11546_05046","(str_2788_01980:str_2788_02074);str_2788_01235"
"g000681","g000681",NA,"hypothetical protein",50,50,278,1,1,2,0,1,0,1,279,"hypothetical protein(279)","NA(279)",483,1065,644.17,1117,1,"1D132_02120","1D132b_03169","C58_02363","F4_02463","NFIX02_02006","Arqua_02196","NFIX01_02101","ARqua1_04381","Kin001_02102","N40_94_00967","N33_94_00968","str_12D13_02030","12D13_02411","PDC82_00154","Di1525a_03013","ATCC31749_00070","J_07_00134","str_11546_02265","str_2788_01003"
"g000115_1_000002","g000115_1","hutI","Imidazolonepropionase",70,55,277,1.04,1,2,1,10,1,10,287,"Imidazolonepropionase(287):hypothetical protein(1)","hutI(287):NA(1)",240,1314,1262.33,1118,1,"1D132_03746","1D132b_04878","C58_03698","F4_03990","NFIX02_01614","Arqua_03856","NFIX01_00500","ARqua1_04519","Kin001_03738","N40_94_02150","N33_94_02502","str_12D13_03618","12D13_03401","PDC82_04398","Di1525a_03851","ATCC31749_04130","J_07_03737","str_11546_03825","str_2788_03847"
"g003955_000003","g003955","galC","hypothetical protein",80,20,277,1,1,2,0,1,0,1,278,"hypothetical protein(220):4-carboxy-4-hydroxy-2-oxoadipic acid aldolase(54):4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase(4)","NA(224):galC(54)",645,675,674.89,1119,1,"1D132_04077","1D132b_01087","C58_04039","F4_04474","NFIX02_00741","Arqua_02785","NFIX01_00304","ARqua1_03168","Kin001_04068","N40_94_04836","N33_94_05071","str_12D13_03970","12D13_03515","PDC82_03053","Di1525a_04794","ATCC31749_04487","J_07_03404","str_11546_03501","str_2788_04930"
"g000718_1_000001","g000718_1","arcA","Arginase",60,40,277,1.31,1,3,1,79,1,87,364,"Arginase(352):hypothetical protein(13)","arcA(352):NA(13)",150,957,883.56,1120,1,"1D132_03817","1D132b_00482","C58_03769;C58_05174","F4_04167","NFIX02_04665","Arqua_05258","NFIX01_01370","ARqua1_00925","Kin001_03809","N40_94_05020","N33_94_05255","str_12D13_03690","12D13_04473","PDC82_03747","Di1525a_04534;Di1525a_04996","ATCC31749_04208","J_07_03674","str_11546_03754","str_2788_01915;str_2788_05114"
"g003621_000003","g003621","glnH","ABC transporter glutamine-binding protein GlnH",80,21,276,1.03,1,2,1,9,1,9,285,"ABC transporter glutamine-binding protein GlnH(276):hypothetical protein(10)","glnH(276):NA(10)",267,840,820.21,1121,1,"1D132_04076","1D132b_01086","C58_04038","F4_04473","NFIX02_00742","Arqua_02786","NFIX01_00303","ARqua1_03167","Kin001_04067","N40_94_04835","N33_94_05070","str_12D13_03969","12D13_03514","PDC82_03054","Di1525a_04793","(ATCC31749_04485:ATCC31749_04486)","J_07_03405","str_11546_03502","str_2788_04929"
"g000005_3_000053","g000005_3","glnQ","Glutamine transport ATP-binding protein GlnQ",70,18,276,1,1,1,0,0,0,0,276,"Glutamine transport ATP-binding protein GlnQ(276)","glnQ(276)",756,771,765.32,1121,2,"1D132_04075","1D132b_01085","C58_04037","F4_04472","NFIX02_00743","Arqua_02787","NFIX01_00302","ARqua1_03166","Kin001_04066","N40_94_04834","N33_94_05069","str_12D13_03968","12D13_03513","PDC82_03055","Di1525a_04792","ATCC31749_04484","J_07_03406","str_11546_03503","str_2788_04928"
"g003633_1_000003","g003633_1","glnP","putative glutamine ABC transporter permease protein GlnP",70,20,276,1,1,1,0,0,0,0,276,"putative glutamine ABC transporter permease protein GlnP(186):Inner membrane amino-acid ABC transporter permease protein YhdY(90)","glnP(186):yhdY(90)",753,762,758.93,1121,3,"1D132_04074","1D132b_01084","C58_04036","F4_04471","NFIX02_00744","Arqua_02788","NFIX01_00301","ARqua1_03165","Kin001_04065","N40_94_04833","N33_94_05068","str_12D13_03967","12D13_03512","PDC82_03056","Di1525a_04791","ATCC31749_04483","J_07_03407","str_11546_03504","str_2788_04927"
"g003139_000003","g003139","ydfG","NADP-dependent 3-hydroxy acid dehydrogenase YdfG",80,25,276,1,1,1,0,0,0,0,276,"NADP-dependent 3-hydroxy acid dehydrogenase YdfG(275):hypothetical protein(1)","ydfG(275):NA(1)",468,819,778.35,1121,4,"1D132_04072","1D132b_01082","C58_04034","F4_04469","NFIX02_00746","Arqua_02790","NFIX01_00299","ARqua1_03163","Kin001_04063","N40_94_04831","N33_94_05066","str_12D13_03965","12D13_03510","PDC82_03058","Di1525a_04789","ATCC31749_04482","J_07_03409","str_11546_03506","str_2788_04925"
"g001590_000001","g001590","ybgJ","putative protein YbgJ",60,36,276,1,1,1,0,0,0,0,276,"putative protein YbgJ(276)","ybgJ(276)",708,714,711.16,1122,1,"1D132_04067","1D132b_01077","C58_04029","F4_04464","NFIX02_00751","Arqua_02795","NFIX01_00294","ARqua1_03158","Kin001_04058","N40_94_04826","N33_94_05061","str_12D13_03960","12D13_03505","PDC82_03063","Di1525a_04784","ATCC31749_04476","J_07_03414","str_11546_03511","str_2788_04920"
"g000463","g000463","ybgK","putative protein YbgK",50,52,276,1,1,1,1,0,1,0,276,"putative protein YbgK(276):hypothetical protein(1)","ybgK(276):NA(1)",174,999,992.05,1122,2,"1D132_04068","1D132b_01078","C58_04030","F4_04465","NFIX02_00750","Arqua_02794","NFIX01_00295","ARqua1_03159","Kin001_04059","N40_94_04827","N33_94_05062","str_12D13_03961","12D13_03506","PDC82_03062","Di1525a_04785","(ATCC31749_04477:ATCC31749_04478)","J_07_03413","str_11546_03510","str_2788_04921"
"g000111_2_000023","g000111_2",NA,"Aspartate aminotransferase",80,18,276,1,1,1,0,0,0,0,276,"Aspartate aminotransferase(276)","NA(276)",1152,1215,1203.83,1122,3,"1D132_04070","1D132b_01080","C58_04032","F4_04467","NFIX02_00748","Arqua_02792","NFIX01_00297","ARqua1_03161","Kin001_04061","N40_94_04829","N33_94_05064","str_12D13_03963","12D13_03508","PDC82_03060","Di1525a_04787","ATCC31749_04480","J_07_03411","str_11546_03508","str_2788_04923"
"g000064_1_000006","g000064_1","ttuD","Putative hydroxypyruvate reductase",70,48,276,1.07,1,2,2,20,2,20,296,"Putative hydroxypyruvate reductase(298)","ttuD(298)",405,1287,1258.35,1123,1,"1D132_03082","1D132b_01206","C58_03012","F4_05110","NFIX02_01179","Arqua_01644","NFIX01_01820","ARqua1_02653","Kin001_03076","N40_94_01493","N33_94_01843","str_12D13_02985","12D13_02769","PDC82_05036","Di1525a_03210","ATCC31749_03429","J_07_04375","str_11546_04482","str_2788_03210"
"g004125_000002","g004125","hdfR","hypothetical protein",70,18,276,1,1,2,0,1,0,1,277,"hypothetical protein(81):HTH-type transcriptional regulator HdfR(70):HTH-type transcriptional regulator CynR(56):HTH-type transcriptional activator CmpR(43):HTH-type transcriptional regulator ArgP(16):HTH-type transcriptional regulator CysL(5):Hca operon transcriptional activator HcaR(5):HTH-type transcriptional regulator GltC(1)","NA(81):hdfR(70):cynR(56):cmpR(43):argP(16):hcaR(5):cysL(5):gltC(1)",210,1062,918.35,1124,1,"1D132_04071","1D132b_01081","C58_04033","F4_04468","NFIX02_00747","Arqua_02791","NFIX01_00298","ARqua1_03162","Kin001_04062","N40_94_04830","N33_94_05065","str_12D13_03964","12D13_03509","PDC82_03059","Di1525a_04788","ATCC31749_04481","J_07_03410","str_11546_03507","str_2788_04924"
"g000004_3_000006","g000004_3","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",60,21,275,1,1,1,0,0,0,0,275,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(275)","ugpC(275)",1113,1167,1128.59,1125,1,"1D132_02951","1D132b_00923","C58_02882","F4_04073","NFIX02_00542","Arqua_01514","NFIX01_02620","ARqua1_02523","Kin001_02944","N40_94_01358","N33_94_01553","str_12D13_02855","12D13_02639","PDC82_05187","Di1525a_05195","ATCC31749_03280","J_07_04505","str_11546_04612","str_2788_01399"
"g000029_1_000001","g000029_1",NA,"hypothetical protein",60,48,275,1.39,1,4,1,91,1,107,382,"hypothetical protein(376):Iron-sulfur cluster carrier protein(7)","NA(383)",219,1515,1179.5,1126,1,"1D132_03736","1D132b_04868","C58_03688","F4_03980","NFIX02_01624","Arqua_03846;Arqua_05116","NFIX01_00510","ARqua1_00081;ARqua1_04529","Kin001_03728;Kin001_05208","N40_94_02139","N33_94_02491","str_12D13_03607","12D13_03390","PDC82_04409","Di1525a_03840","ATCC31749_04119","J_07_03748;J_07_05055","str_11546_03836","str_2788_01977;str_2788_03836"
"g003606_000002","g003606","glnM","hypothetical protein",70,22,275,1,1,1,0,0,0,0,275,"hypothetical protein(118):putative glutamine ABC transporter permease protein GlnM(88):L-cystine transport system permease protein YecS(45):putative glutamine ABC transporter permease protein GlnP(23):Arginine transport system permease protein ArtQ(1)","NA(118):glnM(88):yecS(45):glnP(23):artQ(1)",657,708,707.81,1127,1,"1D132_04073","1D132b_01083","C58_04035","F4_04470","NFIX02_00745","Arqua_02789","NFIX01_00300","ARqua1_03164","Kin001_04064","N40_94_04832","N33_94_05067","str_12D13_03966","12D13_03511","PDC82_03057","Di1525a_04790",NA,"J_07_03408","str_11546_03505","str_2788_04926"
"g000299","g000299","rbn","hypothetical protein",50,63,274,1,1,1,0,0,0,0,274,"hypothetical protein(273):Ribonuclease BN(1)","NA(273):rbn(1)",816,840,823.11,1128,1,"1D132_02113","1D132b_03162","C58_02356","F4_02455","NFIX02_02013","Arqua_02203","NFIX01_02108","ARqua1_04374","Kin001_02095","N40_94_00960","N33_94_00961","str_12D13_02023","12D13_02404","PDC82_00161","Di1525a_03006","ATCC31749_00063","J_07_00141","str_11546_02258","str_2788_00996"
"g000590_000002","g000590","nagC","hypothetical protein",70,51,274,1,1,1,0,0,0,0,274,"hypothetical protein(138):N-acetylglucosamine repressor(135):Protein mlc(1)","NA(138):nagC(135):mlc(1)",249,1269,1155.11,1129,1,"1D132_04318","1D132b_00111","C58_04311","F4_04750",NA,"Arqua_02514",NA,"ARqua1_03440","Kin001_04307","N40_94_03621","N33_94_03976","str_12D13_04244","12D13_03789","PDC82_03259",NA,NA,NA,NA,"str_2788_01581"
"g004159_1_000002","g004159_1","lrp","Leucine-responsive regulatory protein",70,16,274,1.01,1,2,0,2,0,2,276,"Leucine-responsive regulatory protein(275):hypothetical protein(1)","lrp(275):NA(1)",450,675,462.79,1130,1,"1D132_03140","1D132b_01264","C58_03070","F4_05170","NFIX02_01254","Arqua_01702","NFIX01_01745","ARqua1_02711","Kin001_03133","N40_94_01550","N33_94_01900","str_12D13_03043","12D13_02827","PDC82_04978","Di1525a_03268","ATCC31749_03491","J_07_04318","str_11546_04424","str_2788_03267"
"g000391_1_000003","g000391_1",NA,"hypothetical protein",70,43,273,1,1,2,0,1,0,1,274,"hypothetical protein(274)","NA(274)",525,558,544.37,1131,1,"1D132_03264","1D132b_03756","C58_03194","F4_05298","NFIX02_01379","Arqua_01826","NFIX01_01620","ARqua1_02835","Kin001_03257","N40_94_01674","N33_94_02024","str_12D13_03160","12D13_02944","PDC82_04853","Di1525a_03393","ATCC31749_03627","J_07_04194","str_11546_04299","str_2788_03391"
"g000005_4_000052","g000005_4","btuD","Vitamin B12 import ATP-binding protein BtuD",70,28,273,1.02,1,2,0,5,0,5,278,"Vitamin B12 import ATP-binding protein BtuD(273):hypothetical protein(4):UvrABC system protein A(1)","btuD(273):NA(4):uvrA(1)",456,1833,1767.26,1131,2,"1D132_03263","1D132b_03755","C58_03193","F4_05297","NFIX02_01378","Arqua_01825","NFIX01_01621","ARqua1_02834","Kin001_03256","N40_94_01673","N33_94_02023","str_12D13_03159","12D13_02943","PDC82_04854","Di1525a_03392","ATCC31749_03626","J_07_04195","str_11546_04300","str_2788_03390"
"g000436","g000436","fgd","hypothetical protein",50,57,273,1.49,1,3,0,122,0,133,406,"hypothetical protein(404):F420-dependent glucose-6-phosphate dehydrogenase(2)","NA(404):fgd(2)",765,1032,999.68,1132,1,"1D132_03267","1D132b_03759","C58_03197","F4_05301","NFIX02_01382","Arqua_01829","NFIX01_01617","ARqua1_02838","Kin001_03260","N40_94_01677","N33_94_02027","str_12D13_03163","12D13_02947","PDC82_04850","Di1525a_03396","ATCC31749_03630","J_07_04191","str_11546_04296","str_2788_03394"
"g001121_000001","g001121","thadh","L-threo-3-hydroxyaspartate ammonia-lyase",60,41,273,1,1,1,0,0,0,0,273,"L-threo-3-hydroxyaspartate ammonia-lyase(273)","thadh(273)",765,1011,973.19,1133,1,"1D132_02448","1D132b_03493","C58_02690","F4_02788","NFIX02_00386","Arqua_03437","NFIX01_00941","ARqua1_03659","Kin001_02426","N40_94_04588","N33_94_04481","str_12D13_02353","12D13_04258","PDC82_02740","Di1525a_04038","ATCC31749_00424","J_07_02666","str_11546_02600","str_2788_04043"
"g000517_000001","g000517","katE","Catalase C",60,53,273,1.21,1,3,7,55,7,57,330,"Catalase C(327):hypothetical protein(10)","katE(327):NA(10)",138,2199,2016.06,1134,1,"1D132_04874","1D132b_00663","C58_05099","F4_00491","NFIX02_05031;NFIX02_05167","Arqua_03233","NFIX01_00015;NFIX01_01207","ARqua1_04160","Kin001_04690;Kin001_04926","N40_94_03961","N33_94_01121","str_12D13_04621;str_12D13_04837","12D13_01505;12D13_04637","PDC82_00003","Di1525a_01826;Di1525a_01961","ATCC31749_05161","(J_07_04816:J_07_04985)","str_11546_04795","str_2788_03850"
